sample_id,sample_number,in_normalized_matrix,in_non_normalized_matrix,placeholder_condition,placeholder_group,placeholder_batch,placeholder_note,state_available,H,R,S,M,phi,H_raw,R_raw,S_raw,M_raw,mean_neighbor_distance,pca_explained_variance_pc1,pca_explained_variance_pc2,state_domain,phi_q90_flag,phi_q95_flag,S_high_flag,M_high_flag,R_low_flag,candidate_stable_shell,candidate_irreversible_shell
SAMPLE 89,89,True,True,,,,,True,0.44877154,-0.87148154,-0.3272123951197309,-2.0661187,2.31014943706356,2.3963406,-13.364037,-2.692506863991569,-8.414591,5.941696538298199,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 61,61,True,True,,,,,True,-0.014130111,1.1485034,1.9971982819487843,0.05998365,2.304703617119437,-0.5193574,-9.662901,-2.6639286496302224,1.8417572,3.0034301783906208,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 255,255,True,True,,,,,True,-0.09165701,-0.4958567,-0.4288963063039382,-2.2063935,2.3035622603005783,-1.0076793,-12.675795,-2.6937570495287426,-9.091278,4.116258641727749,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 25,25,True,True,,,,,True,0.0,-0.66129947,-0.2767802396391793,-2.1740541,2.2891998085394407,-0.43035546,-12.978929,-2.691886809642204,-8.935273,5.074836195428955,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 115,115,True,True,,,,,True,0.7467575,0.41229603,1.9797615554263424,0.7522206,2.283183383556243,4.2732773,-11.011824,-2.664143031070316,5.181118,3.311784164863632,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 103,103,True,True,,,,,True,-1.7075063,-1.1721286,-0.4953041476674069,-0.80605376,2.2769523222183263,-11.185497,-13.9149,-2.694573522084338,-2.336019,5.525488419597632,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 144,144,True,True,,,,,True,-0.14625071,0.8963829,2.0703469153024066,0.11227201,2.263588523730413,-1.3515509,-10.124851,-2.6630293002403564,2.093997,3.4303508789044272,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 270,270,True,True,,,,,True,0.81917566,-0.18387282,1.6307578490262842,1.2976815,2.2468213690635377,4.7294207,-12.104159,-2.6684339693424564,7.8124285,3.767519444598266,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 210,210,True,True,,,,,True,-0.845435,-0.7724014,-0.7135127525482288,-1.7789236,2.232718996883972,-5.7555327,-13.182496,-2.697256357930557,-7.0291576,5.316871731826338,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 40,40,True,True,,,,,True,-0.89988995,-0.36247724,1.829116445641937,0.7934192,2.2172894801662446,-6.0985303,-12.431409,-2.6659951858045803,5.379861,3.339024216424293,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 165,165,True,True,,,,,True,1.0466654,-0.957919,0.7083820640961802,-1.5360581,2.207803646674745,6.16232,-13.522412,-2.6797744149717517,-5.85757,4.899237220696046,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 220,220,True,True,,,,,True,0.0022353036,-0.5615979,0.2767698437195958,-2.1163564,2.2070258421503186,-0.41627586,-12.796249,-2.685081010177404,-8.656938,3.976946089070935,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 54,54,True,True,,,,,True,-1.2779628,-0.37358502,1.6781963658451058,0.5121817,2.2025957087420647,-8.479913,-12.451761,-2.6678507212460647,4.023167,3.4524795820841137,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 154,154,True,True,,,,,True,-1.6146102,-1.246716,-0.7881661179182159,0.09116531,2.188785907175412,-10.6003685,-14.051563,-2.698174207731966,1.992178,4.695539577542049,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 79,79,True,True,,,,,True,-0.7169186,-0.0598903,1.77323499300932,1.0571345,2.186196422333777,-4.9460406,-11.876991,-2.666682238289717,6.652027,3.2136885849876693,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 225,225,True,True,,,,,True,-0.56289667,-0.31296292,-0.7128041262151155,-1.9598259,2.182614376661762,-3.9758966,-12.340686,-2.6972476454962835,-7.9018326,4.038166770328705,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 71,71,True,True,,,,,True,1.3976016,-1.3585144,-0.4331049645551416,-0.8795186,2.1817389056812493,8.372777,-14.256407,-2.693808794230685,-2.6904151,6.346695927084173,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 350,350,True,True,,,,,True,0.11496565,-0.8220775,0.2284956603979416,-1.9990487,2.17656485542358,0.29378352,-13.273516,-2.685674532644279,-8.091044,4.511850703919153,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 26,26,True,True,,,,,True,1.7167091,-1.1466928,-0.0396210785461308,0.66588575,2.16955480036979,10.382753,-13.868295,-2.6889709800900774,4.7646375,4.38545509183505,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 73,73,True,True,,,,,True,0.9863899,-0.8680421,1.0286175918281295,1.377909,2.164058520288064,5.78266,-13.357735,-2.675837176321142,8.199448,4.716487739596493,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 139,139,True,True,,,,,True,1.7216616,-1.1991676,-0.4373254206804386,0.26576865,2.159631431534448,10.413947,-13.964442,-2.693860683985384,2.834467,4.464459351621425,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 233,233,True,True,,,,,True,1.150872,-1.0891353,-0.6745081250021523,1.2939367,2.1540555776087955,6.8186903,-13.762835,-2.696776802997304,7.7943645,4.785588688400069,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 2,2,True,True,,,,,True,-1.1885898,-0.03501239,1.7407197841088442,0.3402741,2.135383668463188,-7.9169765,-11.8314085,-2.667082006979101,3.1938822,3.1710860098835894,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 328,328,True,True,,,,,True,1.0473173,-1.6274499,-0.764954158231476,0.44440937,2.1279382384278294,6.166426,-14.7491665,-2.6978888208310114,3.696232,7.444078718465691,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 68,68,True,True,,,,,True,-1.6040555,-1.1282533,-0.4801361176204372,0.6705696,2.127473656508337,-10.533887,-13.834509,-2.6943870338624425,4.7872324,3.5191893340815907,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 332,332,True,True,,,,,True,-0.1443489,-0.65950376,-0.5940697827638537,-1.9250588,2.1247475765838058,-1.339572,-12.975638,-2.695787827937932,-7.734115,5.802222178719469,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 212,212,True,True,,,,,True,0.124987386,-0.6856126,-0.19942870022195,-1.9876316,2.115688451799329,0.35690787,-13.023477,-2.690935786272515,-8.035968,5.238035398256395,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 323,323,True,True,,,,,True,0.3742186,0.015554354,-0.964835232042178,-1.8376081,2.1090263541824097,1.9267513,-11.738757,-2.7003463229542346,-7.312252,4.793387878271262,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 118,118,True,True,,,,,True,-0.8364683,0.811701,1.7226204359777937,-0.14028433,2.084619532074937,-5.699054,-10.28001,-2.6673045352335927,0.8756616,3.257280169205887,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 312,312,True,True,,,,,True,-0.019304628,-0.1540263,0.1740236903328852,-2.068616,2.0817187510771884,-0.55195034,-12.049473,-2.686344255792844,-8.426638,3.948466388329893,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 166,166,True,True,,,,,True,-1.3172977,-1.1139767,0.6706144758233393,0.9211931,2.067495566133208,-8.727674,-13.808351,-2.6802387607279554,5.996244,3.4412790249630825,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 92,92,True,True,,,,,True,-1.093709,-0.12327101,1.7407635538638904,-0.08520907,2.061289279915368,-7.319346,-11.993121,-2.667081468837776,1.1413455,3.932924900983888,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 53,53,True,True,,,,,True,-0.4232949,0.9694197,1.6953011259543422,0.46854275,2.052445217811125,-3.096581,-9.991029,-2.6676404212737648,3.8126519,3.2918313466990665,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 156,156,True,True,,,,,True,-0.098174766,-1.2217336,0.5725897266950786,-1.5360438,2.046841639425114,-1.048733,-14.005789,-2.6814439575208207,-5.857501,6.812410712678163,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 95,95,True,True,,,,,True,-0.3254567,0.84908485,1.8017247315768807,0.226241,2.030828433802679,-2.4803236,-10.2115135,-2.66633196203952,2.643785,3.443150243869669,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 224,224,True,True,,,,,True,-0.6432115,-0.33836183,1.346148084518148,1.3339334,2.029705051115032,-4.4817786,-12.387223,-2.671933195593518,7.9873085,3.8156712608869423,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 317,317,True,True,,,,,True,0.03458775,0.4078224,1.5892078617271563,-1.189392,2.026758584127201,-0.21249616,-11.0200205,-2.668944819019521,-4.1852484,4.51439613001536,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 91,91,True,True,,,,,True,-1.4413692,-0.945195,-0.5535919460471861,0.90885746,2.025691179377424,-9.509168,-13.499099,-2.6952901601608974,5.9367366,3.6114302048732303,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 294,294,True,True,,,,,True,-0.3642313,-0.17714912,-0.8606430234692413,-1.7862084,2.02368301938558,-2.7245545,-12.09184,-2.6990652983484043,-7.0642996,4.304107259318761,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 131,131,True,True,,,,,True,-0.013530558,-1.143144,-1.1507077472520566,-1.2091783,2.023166275036829,-0.51558095,-13.861793,-2.702631592350024,-4.280698,7.086605355653886,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 152,152,True,True,,,,,True,1.7278844,-1.0347819,-0.1595657715774552,-0.047083132,2.02089983812817,10.453143,-13.663245,-2.690445678680465,1.3252655,4.208212433004142,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 77,77,True,True,,,,,True,0.297144,-0.5465827,1.0863178202493122,-1.5850432,2.0197761253197117,1.441278,-12.768738,-2.675127762312341,-6.093875,5.462274408820571,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 32,32,True,True,,,,,True,-0.22571926,-0.288428,-0.3479830016283919,-1.943247,2.007844791743536,-1.8521029,-12.295732,-2.692762234890987,-7.821855,3.823197444628657,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 293,293,True,True,,,,,True,1.3984832,-0.51873386,1.2759958893163883,0.41496712,2.0062908936059816,8.37833,-12.717711,-2.6727957043111785,3.5542026,3.4618751403821,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 72,72,True,True,,,,,True,1.7215137,-0.9783904,0.1132829125311007,0.2834479,2.0035052326856366,10.413016,-13.559921,-2.6870910528135337,2.919752,4.216355575622711,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 344,344,True,True,,,,,True,-1.3084563,-0.59277266,1.1208919056846132,0.8068811,1.9927100191492657,-8.671984,-12.85337,-2.674702680103476,5.4448013,3.02229364249647,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 254,254,True,True,,,,,True,0.36857703,-1.0701103,-0.8931442546843625,-1.3502303,1.9753009167626765,1.891216,-13.727976,-2.699464895184642,-4.9611344,7.756370370243131,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 192,192,True,True,,,,,True,0.08830341,-0.67448974,0.7002494232238915,-1.7111667,1.970069716511653,0.12584494,-13.003097,-2.679874404339579,-6.702297,5.055717357345445,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 64,64,True,True,,,,,True,1.4050986,-1.1609015,-0.2715865159669934,-0.6726724,1.9616935781321636,8.419998,-13.894329,-2.691822953736747,-1.6925858,6.663028999522193,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 268,268,True,True,,,,,True,0.43090698,-4.2159772e-05,-0.7999575551658059,-1.7314863,1.9554175720376552,2.2838163,-11.767334,-2.698319181348124,-6.800319,4.386892835721926,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 179,179,True,True,,,,,True,0.08197346,0.38009584,-0.9663790339755788,-1.6442705,1.946460022068527,0.08597424,-11.070823,-2.700365303723433,-6.3795886,4.357999433781397,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 178,178,True,True,,,,,True,0.36603096,0.58699,1.7554696117099429,-0.42333996,1.9337596038890168,1.8751792,-10.691739,-2.666900660481627,-0.4898027,4.343790336632869,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 16,16,True,True,,,,,True,-1.3214661,-0.5008243,0.6157039963250361,-1.1595842,1.9289438612136287,-8.753929,-12.684896,-2.680913875271727,-4.041455,4.638035053092716,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 289,289,True,True,,,,,True,-0.90599966,-0.17487612,1.3462749891469106,1.023811,1.926671311211808,-6.137014,-12.087675,-2.67193163532376,6.491274,3.118264961804895,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 287,287,True,True,,,,,True,-1.0362998,-0.2621396,0.5797944690811601,-1.4905905,1.92370891634131,-6.9577413,-12.247564,-2.6813553764992486,-5.6382337,4.195197089552854,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 241,241,True,True,,,,,True,0.20406657,-0.16599551,1.2903358594787844,1.3902673,1.914943182632614,0.8550073,-12.0714035,-2.672619396937753,8.259064,3.557092122515337,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 109,109,True,True,,,,,True,1.4287658,-1.0196258,-0.6178691280050334,-0.43135464,1.91019302575567,8.569072,-13.635475,-2.696080436639429,-0.52846557,6.696974834211441,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 123,123,True,True,,,,,True,-0.92344195,-1.1227158,-0.8203013722267505,-0.86620796,1.8805442016574867,-6.246878,-13.824363,-2.698569304947465,-2.626204,6.14594201484086,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 359,359,True,True,,,,,True,0.7660121,-0.41072518,0.1912313761648023,-1.6533706,1.8776777003128544,4.394557,-12.519812,-2.686132690367156,-6.423487,4.559610904885139,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 51,51,True,True,,,,,True,-0.6767977,0.41406727,-1.229866778639958,-1.1544054,1.864062992244075,-4.69333,-11.008578,-2.70360483851085,-4.0164723,4.568628747077718,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 351,351,True,True,,,,,True,-1.038455,-0.0642822,-1.2329848422982377,-0.92750955,1.860926272095954,-6.971316,-11.885038,-2.7036431745469462,-2.9219239,4.728601830931639,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 258,258,True,True,,,,,True,1.2844586,-0.14664313,-1.1956004757841197,0.57528704,1.85249937125857,7.660119,-12.035945,-2.70318354043386,4.327588,3.966355164482017,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 314,314,True,True,,,,,True,-0.17465524,0.54342854,-0.6832769074446371,-1.6138874,1.8431817551233465,-1.5304638,-10.771555,-2.696884613612184,-6.2330203,3.879126122358806,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 112,112,True,True,,,,,True,-0.43267918,1.3502073,1.163263953026179,0.08105417,1.8357624780483288,-3.1556902,-9.293327,-2.6741817233449297,1.9434017,2.908577326726986,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 216,216,True,True,,,,,True,0.7817556,0.10972263,1.601098861251104,0.3571381,1.8205070999114843,4.4937215,-11.566216,-2.6687986213029475,3.2752345,3.856004689005425,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 145,145,True,True,,,,,True,-0.20349,0.072096854,-0.1798998252373803,-1.7960652,1.817916507500254,-1.7120866,-11.635157,-2.6906956822405337,-7.111849,4.616663945898945,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 130,130,True,True,,,,,True,0.4694119,-0.6215699,-0.4978245331920546,1.5528725,1.807190944250985,2.526349,-12.906134,-2.6946045097744684,9.043474,4.662034610401535,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 237,237,True,True,,,,,True,1.23942,0.30371588,1.2331191895204874,-0.33808982,1.806458695704591,7.376432,-11.210771,-2.6733228656815693,-0.07855479,4.247838959051848,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 171,171,True,True,,,,,True,1.2773645,-0.7736297,0.7056336190037181,0.7119915,1.7986143953119356,7.6154346,-13.184747,-2.6798082066135587,4.9870524,4.120512756586148,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 363,363,True,True,,,,,True,-0.4848286,0.27209762,0.6693453736384629,-1.5695525,1.7946070226116762,-3.4841657,-11.268703,-2.6802543641127805,-6.019148,4.045093910505496,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 158,158,True,True,,,,,True,-1.3769633,-0.87971467,0.2120916124513701,0.6854779,1.7845975727941628,-9.103492,-13.379122,-2.685876217485618,4.8591504,3.014743017199577,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 283,283,True,True,,,,,True,0.03447698,-0.57200766,0.6949043264806279,1.5276493,1.773410775328746,-0.21319386,-12.815323,-2.679940121349924,8.921797,4.160040523447031,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 135,135,True,True,,,,,True,-0.7205812,-0.05894092,1.2401833478779418,1.0381768,1.77160294412882,-4.9691105,-11.875252,-2.6732360131155346,6.5605745,3.0521051241278783,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 125,125,True,True,,,,,True,-0.45375586,1.0503358,1.2487239821060625,0.4617599,1.7554581663895024,-3.2884467,-9.84277,-2.6731310075422248,3.7799313,3.0031636099896533,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 302,302,True,True,,,,,True,0.59182334,0.3159724,0.5715701508308636,-1.516552,1.7540569276634157,3.2973871,-11.1883135,-2.6814564930240743,-5.7634726,4.7146054035524205,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 329,329,True,True,,,,,True,0.3090216,1.0561575,-1.0034594095193126,-0.89152914,1.7357182765715584,1.5160918,-9.832103,-2.700821200321802,-2.7483542,4.419025396843671,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 153,153,True,True,,,,,True,-1.4149337,-0.67168635,-0.3163997982528065,0.67448974,1.7344293242801734,-9.342658,-12.99796,-2.6923739250431664,4.8061433,3.3194949804344445,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 266,266,True,True,,,,,True,-1.4549036,-0.52420217,-0.6633104115136692,0.41785878,1.733816336509958,-9.594418,-12.727731,-2.696639129108783,3.568152,3.091306982520572,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 1,1,True,True,,,,,True,0.10263444,1.0967782,-1.2858612312041438,0.35487196,1.7299795913739424,0.2161124,-9.757675,-2.704293280309974,3.2643025,3.839876002648136,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 97,97,True,True,,,,,True,-1.336589,-0.66322005,-0.6071308171672075,-0.616323,1.7247587451470126,-8.849184,-12.982448,-2.6959484110244936,-1.4207556,5.025362805618971,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 173,173,True,True,,,,,True,0.017633066,1.57045,-0.6670285391391564,-0.19659384,1.7176147003337037,-0.31928933,-8.889786,-2.696684842824243,0.60402375,3.8023996179534,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 98,98,True,True,,,,,True,-0.46637595,1.2400646,1.0745405885123749,0.14677747,1.7121471566024091,-3.3679373,-9.495137,-2.675272561274281,2.2604518,3.0617392028025416,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 107,107,True,True,,,,,True,1.0246018,-0.6182147,-0.7257590641507164,0.96099687,1.6977159638368755,6.0233474,-12.899986,-2.6974069241457124,6.1882577,5.007881031851728,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 164,164,True,True,,,,,True,-0.059990443,1.0045706,1.1416221755819962,0.7016884,1.675836723953848,-0.8082198,-9.926623,-2.6744478051354936,4.9373503,3.304778849303061,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 55,55,True,True,,,,,True,-0.69665414,0.4870115,1.2534201747188134,0.7150771,1.6747849359820006,-4.8184004,-10.874926,-2.6730732686923333,5.0019374,3.28917807857638,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 105,105,True,True,,,,,True,1.1708045,-0.6196102,-0.0640830190393926,-1.0202504,1.673235667091594,6.94424,-12.902543,-2.6892717352819235,-3.3693073,5.0516445330125554,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 150,150,True,True,,,,,True,-0.058743935,0.0,-0.5082682531159689,-1.590394,1.6706707063137984,-0.80036837,-11.767257,-2.6947329134467024,-6.119688,4.465498457208812,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 138,138,True,True,,,,,True,-0.99989855,0.08767411,0.886512400677378,-0.99691284,1.669497919348949,-6.728459,-11.606615,-2.677584334280203,-3.2567263,4.555976990435608,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 62,62,True,True,,,,,True,-0.69542295,0.4595129,1.1530259648298031,0.86210614,1.663568768048009,-4.8106456,-10.92531,-2.674307597582297,5.7112074,3.0245619554302228,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 180,180,True,True,,,,,True,0.021687904,0.9925415,-0.9991480599975584,-0.88002515,1.6608281332365216,-0.29374894,-9.948664,-2.700768193049019,-2.6928585,4.716038650306256,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 221,221,True,True,,,,,True,0.54130816,-0.9942013,-0.2372554143488028,1.1894344,1.6590645411160738,2.9792051,-13.588891,-2.6914008589705403,7.290243,5.210282603014623,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 319,319,True,True,,,,,True,-1.2130729,-0.22014114,-0.8116368982863845,-0.75315976,1.6571095463276124,-8.071189,-12.170612,-2.698462776786999,-2.0808578,4.694438983042335,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 313,313,True,True,,,,,True,-1.369658,-0.44783098,-0.780254953866419,-0.18847544,1.6494957841925135,-9.057477,-12.587799,-2.698076941382112,0.64318705,4.276706076580751,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 299,299,True,True,,,,,True,0.36370352,1.4192052,-0.5430813018070954,-0.5265897,1.648835257046082,1.8605193,-9.166905,-2.695160933666142,-0.9878809,4.180073231527554,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 20,20,True,True,,,,,True,-0.79341424,-0.63915986,-0.9606297952036952,0.8665138,1.6467201461169176,-5.427867,-12.938363,-2.7002946178589866,5.73247,5.369826524638471,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 146,146,True,True,,,,,True,-0.8586524,-0.019436175,1.0627685392337805,0.9182922,1.6463290267217936,-5.8387856,-11.802869,-2.6754172965188205,5.9822497,2.561850825306327,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 334,334,True,True,,,,,True,-0.7157525,0.1558678,-0.3066141719638597,-1.4406229,1.6449933244660766,-4.938696,-11.481667,-2.692253612514703,-5.3971896,3.930131789509866,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 121,121,True,True,,,,,True,1.3442936,-0.6282847,-0.6165377476963191,0.3295302,1.640297477694961,8.0370035,-12.918437,-2.696064067556188,3.1420536,5.257715768558878,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 223,223,True,True,,,,,True,-0.66012543,0.3179768,-0.2140242439352019,-1.4515038,1.63998307169147,-4.5883155,-11.184641,-2.691115235877128,-5.449679,4.083060096249598,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 318,318,True,True,,,,,True,-0.85688686,0.5761003,-1.231861279594199,0.29268658,1.633797496304159,-5.827665,-10.711692,-2.703629360544059,2.9643195,3.577249124705096,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 176,176,True,True,,,,,True,-1.0230935,-0.41909108,-1.052439430531512,0.5727267,1.6303380783023451,-6.8745575,-12.53514,-2.701423400937089,4.315237,3.970640743521881,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 295,295,True,True,,,,,True,0.12729606,0.22688413,1.1803324085418625,-1.094121,1.63032697560018,0.37144962,-11.351546,-2.673971869731127,-3.7256594,4.704861863993373,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 9,9,True,True,,,,,True,-0.19260003,0.47531083,1.5425355235038478,0.085061565,1.6277796155986692,-1.6434933,-10.896364,-2.669518647086845,1.9627334,5.3344273839031935,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 90,90,True,True,,,,,True,-0.6177943,0.63583446,-0.765046569126814,-1.1285406,1.6263011374163807,-4.3216825,-10.602243,-2.697889957006474,-3.891701,4.240476411475687,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 338,338,True,True,,,,,True,0.64871824,0.8547774,-1.189828820565214,-0.27563438,1.6257757167191231,3.6557534,-10.201083,-2.7031125789631982,0.2227311,4.5828436311201735,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 102,102,True,True,,,,,True,-0.30374122,0.019109307,-0.9025889920876766,1.3140367,1.6229551258825958,-2.343543,-11.732244,-2.699581016545106,7.891327,3.3351385078379385,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 335,335,True,True,,,,,True,-0.8641427,0.6806591,-1.018757918053168,-0.61575276,1.620820346590516,-5.873368,-10.520113,-2.7010092927534037,-1.4180046,4.031442806038749,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 59,59,True,True,,,,,True,-0.8416007,0.1875126,-1.2071933733153382,0.6104425,1.6041847338436344,-5.7313814,-11.423685,-2.703326073039644,4.4971786,3.869422992381892,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 305,305,True,True,,,,,True,0.2764265,-0.044590466,-0.67448975,-1.4149957,1.5923407613439304,1.3107839,-11.848958,-2.696776577079932,-5.2735634,4.88554143527186,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 117,117,True,True,,,,,True,-0.96907276,0.66678697,1.0578818849201803,-0.17875947,1.5920979548998162,-6.5342946,-10.54553,-2.675477377061326,0.69005704,3.322690690830927,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 259,259,True,True,,,,,True,1.3297862,-0.336905,-0.6545459810059933,0.4209502,1.5771701856850002,7.9456253,-12.384554,-2.696531372000164,3.583065,4.200250455490962,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 63,63,True,True,,,,,True,-1.052705,-0.275283,-0.5621113182176883,0.9910831,1.5754946734448032,-7.0610733,-12.2716465,-2.695394904321004,6.333394,3.238232433756232,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
