gene,log1p_mean_diff_PKH26_High_vs_G1
CRTC3,0.8833162028328866
ADI1,0.883299636833538
SEC62,0.8831789422656513
BRD9,0.8829604940797355
LEPROTL1,0.8825925866940851
PDLIM7,0.8824755080711992
GAS6,0.8822814395840077
ARHGAP21,0.8821726314827272
TACC2,0.8812733726553277
CCNT1,0.8810799099483619
PHF21A,0.8809143271016284
HAPSTR1,0.8803113452734843
DGCR2,0.8801686630252572
MFSD14B,0.8799012004699733
PIK3CA,0.8793613222741545
GCLM,0.8790751910437393
PIGM,0.8788309857430242
THAP11,0.8788172036108646
AACS,0.8785451415118064
CDK10,0.878292187565521
DEDD,0.8779815625973648
ELK3,0.8777743802427072
ATXN1,0.8769575689309079
ZNF718,0.8757346680862955
MPC2,0.8747811682381155
DPM2,0.8746830691095813
DNMBP,0.8726653143507477
ROCK1,0.8722458279312382
ARHGAP1,0.8719284389386308
SLC20A1,0.8716281717323984
RAB27B,0.8709135758760482
G3BP1,0.8703864017696299
TSPAN1,0.870076197934245
ZNF252P,0.8693295074216237
UBALD2,0.8690865062250936
WBP1L,0.8680585833698572
ELOF1,0.866582224834684
MYO9B,0.8665792746463463
SEC11C,0.8664569371579169
DHX29,0.8664226079678286
MYO5C,0.8655365012839582
FHOD1,0.8653594273027962
ENSG00000185928,0.8650591952737813
SLC4A2,0.8642022303478698
SSX2IP,0.8631580310704098
APEX1,0.863030421224857
CDC73,0.8629336936892339
E2F1,0.862911981554974
CC2D1B,0.8618695122835219
GJB2,0.8613096386518828
DAB2,0.8607337222238677
PICALM,0.8607320381204615
TMEM158,0.86043768023061
ULBP2,0.8603506780387602
SPRY4,0.8600616249280613
CTSA,0.859358323318542
BCAM,0.8589196425844678
WDR6,0.8586563815198442
TJP1,0.8578797236526254
SUZ12,0.8563958194239629
RB1,0.8562611633702493
PNMA1,0.8557837699133843
NCAPD3,0.8556571212027115
CDKN2C,0.8553617032347349
R3HDM4,0.8549486855325839
GOSR1,0.8549287295994703
GPATCH4,0.8548308981282486
KHNYN,0.8547843510347152
ZCCHC17,0.8547789550723643
PPP2R3A,0.854737428852285
VPS13B,0.8545716235382861
TMEM44,0.8541490120440248
DGCR8,0.8541319454882083
ABCC5,0.8525816676973843
ZNF200,0.8522721631631125
ZNF263,0.8521799838766644
RAB21,0.851916152619205
ULK1,0.8518188821971968
ZNF32,0.8517792839942199
TMEM63A,0.8512971600223576
ENSG00000260257,0.8498812470960356
HMGN3,0.8498522981315033
GLI2,0.8492854904620429
SPIN2B,0.8486154725539545
TBCB,0.8483825368403473
ASB16-AS1,0.84838040742532
TRMT44,0.847830457100683
PTPRA,0.8478241946894702
ATOSB,0.8477548324442481
SLTM,0.8469515162333252
SPAST,0.8460856232678335
FTH1,0.8460448927560424
MED15,0.8457457355975382
PEX3,0.8454263748733568
PHKB,0.8442784110367381
SIPA1L1,0.8436138124448227
CALHM2,0.8432079678072717
REX1BD,0.8431273265168904
BAD,0.8422315004089214
FBXW4,0.8421868576979845
CYTH1,0.8421867854693496
PROS1,0.8413701846662285
PRPF19,0.8402649664341452
XPO7,0.8397116406344529
SOCS3,0.8394071368319005
KIF23,0.8392193453873302
CYP4V2,0.839026254929772
RIPK1,0.8389277766358905
NR2F1,0.8386735348523844
PLEKHH2,0.8384968606865708
FKRP,0.8377654602393257
SUPT5H,0.8370732000342445
PALLD,0.8369154011846487
NT5E,0.8367919521317955
TUBA1A,0.836464133325129
MESD,0.8363574034453056
WNK1,0.8357288925623749
ATXN1L,0.8336247396993015
CSGALNACT2,0.8335330529866933
EGLN3,0.8332271452230223
CENPB,0.8320432881603125
MXRA7,0.8320273231165269
BLOC1S4,0.8319607087748667
ARL6IP5,0.8314129965102657
ZFP91,0.8312162347629117
STX12,0.8307940127142479
SAMHD1,0.8305717817836626
PRKAB1,0.8304445620654333
MOB2,0.8303009627962867
NDUFB10,0.830139276852349
INPP5A,0.829796124753485
COQ5,0.8292041804936776
ESS2,0.8291865671203364
TSR3,0.8290940200664411
DNM2,0.8282632887225001
DONSON,0.8272784847601196
GNS,0.8266633007624078
HERC2,0.8262071734377834
SRA1,0.8256360647354506
SNRNP48,0.8254416630297284
PGM1,0.8247450140456865
PI4KA,0.8245186695264625
FTH1P7,0.8244426442173087
MRPL16,0.8241831357326737
TMEM104,0.8239993148559605
ZBTB7A,0.8235510217234856
ITFG2,0.8232708209134505
UBE2J1,0.8231703944214583
AKT1,0.8229036981649318
SMARCE1,0.8228547914341982
KCNQ5,0.822013261319023
FIBP,0.8207511554182876
TOR1A,0.8205211031485153
SP140L,0.8202315675910022
CROT,0.8200408258842389
CRTC2,0.8186731630299404
GNAQ,0.8186160840728087
SLC25A39,0.818236271386211
ZNF367,0.8171891982673906
NARF,0.8165099905505027
SIDT2,0.8163484298061925
CYB561D1,0.8157707295973252
DPP7,0.8157291238086801
STX16,0.8153275446229244
TANC1,0.81460556335094
TBC1D8,0.8142696501591602
ENSG00000130723,0.8141278427578054
ADGRG2,0.8140775897481459
TCFL5,0.8139509285036348
MGST3,0.8138828716524902
ZFYVE28,0.813607807090064
ADAM8,0.8132915903929562
HIF1AN,0.8131352472212332
ABL1,0.8126284810393716
PFKM,0.8122112292592003
CHD6,0.8120592542842417
RAD54L2,0.8116819300407019
DNAJC3,0.8105030000836049
ENSG00000130489,0.8102333183905215
MSL2,0.8100456297646886
SNX9,0.8097469249305163
PTPRM,0.8088737645949844
SLF2,0.808767836799356
ZFX,0.8086309187764724
TMEM184B,0.808321817203913
POP7,0.8079585843615187
TUBB4B,0.8068465887530865
PIGH,0.8068335003604652
TMX3,0.8067584569375076
CTNND1,0.8052125692368697
DHX40,0.8051327988178125
CPEB4,0.8049844529325172
CREB1,0.8048689968931191
MAX,0.8046419974020302
ZNF800,0.8044722041910453
DNAJC21,0.8043526891035464
IFIT3,0.8039865026122353
RPAIN,0.8039171836382453
RSF1,0.8037382728252047
CYREN,0.8032089013229311
RCOR1,0.8030692173373755
DNAAF5,0.8026628606033555
VAPB,0.8024353511514914
ALG14,0.8021524330806105
PRKCA,0.8018826255069444
CHD4,0.8016551005865948
CYB5A,0.8004008347905021
BAHD1,0.7998614421412121
RFX5,0.7989832995752685
SPRED1,0.7987890821543142
CELSR2,0.7987508582420307
DMWD,0.7987204412956065
KMT2C,0.7985809623063309
SAC3D1,0.7985294824566846
PLAGL2,0.7984355234242647
ABCB10,0.7981158143849727
MED24,0.7979468059914936
COMMD7,0.7978179813733739
MAP2K4,0.796189398696316
SLC35E4,0.7961559976585932
LMAN2L,0.7957042563759595
SELENOT,0.7955568647310765
IFT52,0.7952132897150883
ENSG00000261128,0.793450671161318
HYLS1,0.7934386474600725
NUDT9,0.7925148591561539
DPY19L1,0.7920581916679765
USP32,0.7915422333244169
MTCL1,0.7912688427666699
CGRRF1,0.7911409045909745
UHMK1,0.7905315346720516
DCTN6,0.79027948814382
CSRNP2,0.7896825558797556
COPA,0.7891436255377817
ZNF281,0.7887649845093188
PLSCR4,0.7885216877380743
WWP1,0.7874211350452152
KCNQ1OT1,0.7873649976694218
CASP8AP2,0.7872388334884712
DRAM1,0.78691026320279
TRAM2,0.7868953552312066
PANK2,0.7867228841231341
DYNC2H1,0.7861953494744582
WDR90,0.786092328783568
FUS,0.785626337202074
MED29,0.7847541275353402
PEX10,0.7845028767073604
XXYLT1,0.7839839744923695
UNC119,0.7836917092732636
FTH1P10,0.7817380696642093
ENTPD4,0.7805028329547514
GORAB,0.7803993318378539
TLN1,0.7801225868144157
IL13RA1,0.7800192565468
CA12,0.7794266017412924
S100A6,0.7790377469614391
ZNF430,0.7788924646054575
SH3BGRL3,0.7788901521862339
SLC25A29,0.7778955411937468
IFIT2,0.7778279718421434
MRPL41,0.7775743169416263
CALCOCO1,0.7772644785407048
PPP2R3C,0.7764773823783222
REV1,0.7763748587202975
GPATCH8,0.7759453005902741
FZD6,0.7754302356017553
CRACR2B,0.7750426356644189
KIRREL1,0.7749267005337029
SHC1,0.774689115283651
NPAS2,0.7735500919180884
GBP3,0.7730189259314784
MAN2A2,0.7728438051135705
GLRX2,0.7726010247392407
PPP1R14BP3,0.7725812776001718
UBP1,0.7721421958516046
EXOC3,0.771415686711291
FMNL3,0.7711458425368013
TMEM54,0.7703383170666871
YIPF3,0.770240521285511
ATPAF1,0.7691293087035471
IVD,0.7685816562087955
ERAP2,0.7684702061542324
ENSG00000155130,0.7681306698706027
HAT1,0.7680678657938662
ALKBH5,0.767249010414087
ENSG00000229164,0.7671853349369071
INO80C,0.7668960157851941
TRIM14,0.7666237008866291
FTH1P20,0.7658458607534442
ATOSA,0.7658196931440939
CSK,0.7656657827699782
PIGC,0.7651679475378363
ZNF266,0.7641787852106008
CYB5D2,0.7640967981590586
TOX2,0.7638667909265853
TMEM183A,0.7632198133564332
OCRL,0.7631277167911071
PPP2R5C,0.762641977268558
NFATC2IP,0.7618966159134195
COL6A2,0.761733421543155
ENSG00000261786,0.7611126816881087
TTC9,0.7604822793174925
TXLNG,0.7597026804181406
EHBP1L1,0.7596967302893551
ENSG00000225135,0.759687009660818
SLC27A4,0.7596506220447888
PPP2CB,0.7593036107024611
NACC2,0.7590145036163501
NXN,0.7584858089475414
MAP7D1,0.7583511550956441
ENOSF1,0.7579105057293021
DNAJC16,0.7569181604616316
TAX1BP3,0.7561415933639006
LIMK2,0.7560843586210062
KCTD1,0.7553819285989947
DNAJC17,0.7553707649749893
ENSG00000140181,0.7552348780235238
PTX3,0.7549851882830505
ITM2B,0.7547358404801763
CD302,0.754517540217918
SARAF,0.7543507180019642
SFR1,0.7538905822158894
NIN,0.7538482245030949
TMEM127,0.7538347788740349
SPRING1,0.7534783363146741
KBTBD4,0.7533241464206336
NBEA,0.75321415875136
SMPD4BP,0.7528019281765839
ZBTB40,0.7527165790224278
FAN1,0.7522891086613127
RNF40,0.7521192500897687
VCPIP1,0.7519197648976945
CPLANE1,0.751757758361639
SEC31B,0.7515623338490212
DDX51,0.7510623417051687
BRD1,0.750737210886913
NBPF1,0.7500425649691574
SRC,0.7494285168412925
UBE2E1,0.7494195730416472
DGKQ,0.749083245400201
PXN,0.7487554886078831
CEP164,0.7481920721561841
HOOK3,0.7475463762534909
NDST1,0.7471131851687056
TMEM134,0.7468216441044722
ITGB1P1,0.7467079807655845
TRAM1,0.7458456236033828
TMEM14C,0.7451709146805019
BMF,0.744550176938977
CENPS,0.7445171663858949
NFATC3,0.7442902837592228
SLC27A1,0.7438796385502415
SYS1,0.7433918332583631
ERCC3,0.7425901921465423
CCDC9B,0.7415744506481492
VLDLR,0.7414625429416674
RTN4,0.7409381858545494
CEP295,0.7403993692064065
PRKACB,0.7401323913821629
ITGB1,0.740128055596962
CRACR2A,0.7395882204452078
DGCR6L,0.7391306246199663
ITGA6,0.7383110550855707
BCOR,0.7383088176018022
BCL2L2,0.738183821154504
CMBL,0.7379445814911008
FTH1P11,0.737492077189982
USF2,0.7374474944178061
ZNF33A,0.7371643844979366
MSRB1,0.7371026073546348
ELAVL1,0.7369415656080474
PHPT1,0.7368584210311537
BET1L,0.7367726257962184
TPT1-AS1,0.7366214017879112
UTP3,0.7363146867860784
SPTAN1,0.7353520531095623
AHR,0.7345042833651703
TSPAN9,0.7340628028331748
DHDDS,0.7335405694517739
C1ORF198,0.733366470828533
SETD1B,0.7331039830544483
AGTPBP1,0.7329207825995729
ZER1,0.732846915060871
CELSR1,0.7326035094091898
FKBP2,0.7324861546899926
TEP1,0.731825420614371
TRAPPC6B,0.7314250452177156
ERG28,0.7313891673021207
WFDC10B,0.7298424426629259
PLXNA3,0.729785074376198
ZNF142,0.7296628308462745
FAM83D,0.7295099607219342
DDX41,0.7294432013259766
UQCC3,0.7284513058530977
SRCAP,0.7283256165226153
C3ORF18,0.7282987391029588
THG1L,0.7282606173326442
AP2A1,0.7281714923374887
PPCDC,0.7281562651509426
GFPT1,0.7281478191281976
CDC25A,0.7280683784987516
TRAPPC10,0.7279532667185316
NR2F2,0.7278824955551508
LIMS1,0.7278735794808635
MPI,0.7278036931492153
ZNF791,0.727746077070963
NEMF,0.7265125232294336
PPP2R5A,0.7264622414540493
PJA2,0.726328863486815
CABIN1,0.7262858610457705
GBF1,0.7262322634256975
TNS2,0.7262210865984244
TTYH3,0.7262057196633365
C3ORF62,0.7261022070628564
ARFGAP3,0.7258370678832118
SURF2,0.7257130642282598
SCYL2,0.7248891898212242
FTH1P2,0.7242143729414487
UTP14A,0.7241688978163184
SPATA33,0.723912877181466
PTPRK,0.723310431170965
FAM20C,0.7232803497433348
PYROXD2,0.7221262464211868
BOD1L1,0.7217387597370721
F13A1,0.7217089325687932
C2ORF42,0.7213360047081361
DCAF15,0.7210549251893582
KNTC1,0.7208788722068944
KCTD3,0.7208475607659053
INTU,0.7197106244004058
GPRIN1,0.7194373836993109
KLHL4,0.7191035673344952
ELP6,0.7184628042722876
NSMCE1,0.7183248607939445
SDC3,0.7182958525078265
POLE3,0.7174918528029588
LOX,0.7172984516141819
TAF1C,0.7166220846984324
GEN1,0.716465471534832
GFOD2,0.7163512417480831
XPA,0.7158629920540214
ASAH1,0.7139619363762852
RAB35,0.7133825351854508
RABL2A,0.7133508766996675
RANGAP1,0.7124202234583399
EMSY,0.7117815686867172
NAT1,0.7115565491775193
PCBP1,0.7103177315137215
ATP2C1,0.709924159806405
SNX19,0.7098182452709176
GSTM2,0.7097594131689706
PLEKHG4,0.7092858968556945
SNF8,0.7088924442530145
AREL1,0.7086578945296018
KLRK1-AS1,0.7085767821114061
MXI1,0.7085075739787738
NFIA,0.7084162224799986
ACTR1A,0.7080010010139115
ARHGAP27P1-BPTFP1-KPNA2P3,0.7071442808581554
CCDC66,0.7071435422070298
RETSAT,0.7069164391431021
IFITM10,0.7065010274894974
ERCC5,0.7060520754843009
MGAT1,0.7059250735051257
RASAL2,0.7056564556363506
SGCB,0.7049438132950105
SHTN1,0.7045030490693094
CSF2,0.7043023176498792
TBC1D10B,0.7041991431117445
C1ORF216,0.7038250316899676
TRIM68,0.7030660371878379
MBNL1,0.7027498928404894
NEPRO,0.7021636360457288
NR2F1-AS1,0.7019211958603583
CD2BP2,0.7018596871191207
SERTAD4,0.7016693825608249
ZC3H11A,0.7016180105823597
POU2F2,0.701382686393895
UBE2E4P,0.7010542425775013
PIP5K1C,0.7008791404543973
ICE1,0.7003415354660218
UBE2G2,0.6999189020975396
TTLL12,0.6993254107127719
REV3L,0.6988920342582947
AGO1,0.6979403557350845
SSBP3,0.6968344335837722
KCTD6,0.6966211715181325
TCEA2,0.6962907488564849
ATP6V0E1,0.6956903175154228
INPP5K,0.6953648165008985
ZNF302,0.6952761957567641
MTHFD2L,0.694975102236957
ZNF689,0.6949244774314824
CDK13,0.6948108436873698
TM9SF4,0.6945258893880641
TRADD,0.6943259039760963
FAM89B,0.6934536817144654
R3HCC1L,0.6932570075321052
GSR,0.6931075890324002
ACVR2A,0.6930905072121468
EIF1AX,0.692676633896903
HDAC7,0.6924652851366421
GRWD1,0.6924342942968831
HDAC5,0.6923381247830875
PIGQ,0.691635589355698
CDKN1A,0.6914129724032185
DEAF1,0.691104135055844
NDUFAF6,0.6909422912712835
GRN,0.6904676038779813
LINC01116,0.6900897895142395
TTLL7,0.6896226445353997
DCLRE1B,0.6889702577705847
ROBO1,0.6889569871781389
ADO,0.6882111644661227
ARID1A,0.6878147475502827
GCLC,0.6864231770729229
DUS1L,0.6863127467158484
HSD17B12,0.6863068541449735
MTOR,0.6856446707731212
TERF2,0.6851461617729613
ZNHIT2,0.6849566351844784
DNAJB12,0.6844326784746684
SLU7,0.6840356788425042
ABCC10,0.683561637471031
VAC14,0.6835362099839517
MYO10,0.6833573430848738
MSRA,0.6832085530703427
SETMAR,0.6821647962917443
PLOD1,0.6817421997977533
CCNI,0.6816713833757566
SRBD1,0.6815995791762097
RIC8A,0.6815361892237242
KLHL22,0.6815280777624042
TSNAX,0.6811452283985413
ECHDC1,0.6804317046761539
FHL1,0.6801838749070743
ZNF419,0.6797189366425674
SDF2L1,0.6795912604545964
ENSG00000179979,0.6794718567848584
LCMT2,0.6793633620853043
KHDRBS3,0.679142213680411
TWF1,0.6790983208234009
RAET1E,0.6784309922598191
RUSC1-AS1,0.6773380383740051
TSPAN5,0.6773313420167777
MED17,0.6772779122671135
DCUN1D4,0.6771623548985621
RNF11,0.6765018319922449
KIAA1217,0.6762546906332372
CUL1,0.6759958785714604
CHIC1,0.6758770529385474
USP47,0.6757536919996929
SRD5A3,0.6755059060250619
AMDHD2,0.6752917692824896
RESF1,0.675222437216382
SH3PXD2B,0.6745982009511129
ARAP3,0.6739404145106915
ARSB,0.6734824627019869
RBM17,0.6733131008725683
WWC3,0.6730724131248644
EPAS1,0.6730719137886508
ENSG00000265298,0.6728680513571679
NDUFB7,0.6728595907804182
ATP6V0B,0.6726776204667893
GPT2,0.6720143819523248
TRA2B,0.6720118891590228
TOPBP1,0.6715386316858007
BLOC1S1,0.6712906647868575
VCL,0.6711777162096331
TMEM92,0.6708205938757212
PLPP5,0.6701847033146897
PCSK9,0.6697786478602427
MVP,0.66939782970563
CRLS1,0.6691064872456494
MCOLN3,0.6689079840460093
AGGF1,0.6686160914897981
LINC00355,0.668581696684856
PGF,0.6677239430375456
IER5,0.6676970443168423
TMEM80,0.667598268830946
ZEB2,0.667533276718893
ATP6V0C,0.6674630651344118
RAB11FIP5,0.6674036373214051
CNOT10,0.6661712553290697
GSTM3,0.6656650796189707
CHAF1A,0.665634008316008
DNAJA1,0.6654933939618788
PDE8A,0.6652808019133991
KLHL21,0.6649101742348732
RNF126,0.6645008551503608
SIAE,0.6640986445258481
TPRKB,0.6635621347505847
SLC35E1,0.6635543171119744
FUT11,0.6631646609040406
EP400,0.6630987565666016
ALDOC,0.6629186766151745
TPM2,0.6629091241359054
DDI2,0.6628490661782311
PHYH,0.6626841351718593
MSTO1,0.6624247013775838
ANAPC7,0.6621190650496509
ABCA3,0.6620110711476793
SELENON,0.6618899178203288
HAS2,0.661141977739062
PDE9A,0.6607826848673097
EMP2,0.6595737349077437
TMEM208,0.6593370608405267
C8ORF82,0.6592275359827042
CLCN3,0.6588788232071765
BRMS1,0.6584501277019847
YPEL3,0.6582579869906326
PHAF1,0.6582028557301378
ZBTB8OS,0.6577329827979244
DHX38,0.6575802875365715
B3GAT2,0.6568584833429909
DDX28,0.6563732839641802
ZFAND3,0.6562395901505533
NPIPB15,0.6559680683892393
MAF1,0.6557148193761533
JRK,0.6555548265816427
CALD1,0.6539977620505129
UBE2O,0.6536710819870328
PRPF6,0.6529821600978796
PRMT6,0.6528467290467073
PTPRE,0.6520361029699588
SLC30A1,0.6520064754555955
IFT43,0.6517135341000917
PHRF1,0.6516135627793703
MUS81,0.6515924869872085
GNB1,0.6514082945618545
TMEM222,0.6513721635567368
XPO1,0.6510167179196467
ZRANB2,0.6506348402871636
CEP350,0.6503939841903437
PKD1,0.6501618522052103
POLR3K,0.6494477466861963
SNTA1,0.6487182802330812
TMEM165,0.648671183058168
TMEM183BP,0.6482564028031033
LIMD1,0.6482069457334533
ZC3H4,0.6469082408722224
KCTD12,0.6465239871837956
SELENOH,0.6461464490841298
ZNF567,0.6460610763326766
WDR59,0.6459945579296634
GADD45GIP1,0.6459171635619461
NECTIN3,0.645640342776248
ZNF333,0.6456165378062526
RAP1GAP2,0.6448236101005425
NLRC5,0.6443645714820618
ADPGK,0.6439435532544282
ITGB4,0.6438921336365742
ZNF512B,0.643318579306443
TST,0.6430552345875455
MEF2A,0.6427402811084872
ALKBH4,0.6414325118078219
CBR3,0.6413992027441381
PLCD4,0.6413155337228129
ERCC-00046,0.641242354459584
CALM1,0.6411117960932966
PSKH1,0.6409156898189595
NELFB,0.640580722002384
SSH2,0.6403645882278582
CAST,0.6402541815101603
DICER1,0.6396696712200634
ARID5B,0.6392532719619748
SCNM1,0.6387541149715448
STON2,0.6386364323233166
DNAJC25,0.6378912013114768
FUNDC1,0.6376366698623255
TCF7L2,0.6373124415675304
RAB3GAP1,0.6370760915300706
OAT,0.6369741713239128
GATAD2A,0.6369344808883808
PEX16,0.6360506160163615
TRIM56,0.6356773940966087
AP5Z1,0.635423034408714
ANGPTL4,0.6349171647688503
SUOX,0.6345374982189138
FAM210B,0.6342051376633473
MECOM,0.6339263591999761
GAS2L1,0.633145944052789
RPGR,0.6324717564119267
POLA1,0.6320432939032673
KIF7,0.6317238550912982
NAGA,0.6316991868291395
TNKS,0.6314666697478454
EXOG,0.631334268999362
TMEM128,0.6308654352265664
LAPTM4B,0.6306374779206241
ARPC4,0.6303770473747923
EFR3A,0.630335436885928
WRNIP1,0.6300369083320077
MRPL54,0.6300359826277417
NDUFA13,0.6293262254833873
NSMCE3,0.6292513052911028
VMP1,0.6291232341421402
IRGQ,0.6289638141810869
PRKAA1,0.6288714408797036
S100A11,0.6288301650530812
PXMP2,0.6287168359138933
ENSG00000270172,0.6285573090973209
ZDHHC16,0.6285397591056112
DIP2C,0.6280996962896666
SREBF2,0.6280444734193462
ARF3,0.6279284725583547
MED23,0.6274969290131924
ZNF496,0.6274445288396645
CAMTA2,0.6273810639974136
TAGLN2P1,0.6273294356576391
PGPEP1,0.6270120697986661
CEP19,0.6261723119687356
IRF1,0.6261112942030125
TAF4,0.6259940045970225
EPC1,0.6248822956179636
UBTD1,0.6248731327461748
RALGAPA1,0.6244810835879095
CHMP4B,0.6243978571065121
COQ10A,0.6239643885209594
SH3BP4,0.6237247879830996
PARD3B,0.6226317398916505
ANKRD30B,0.6225412229807253
ENSG00000184258,0.6222907976352067
NCOR2,0.6220335068044169
PTAR1,0.6217986334488204
PSME4,0.6217792809130716
VPS26B,0.6217792128366489
ZEB1,0.6215867996095481
PRDM8,0.6213877242946765
STS,0.6206382324758097
KRT18P10,0.6205441372370544
VIM,0.6203693172640339
SMARCD3,0.619942486359876
ALAD,0.6199394764465761
PDS5B,0.6194765285896362
FERMT1,0.6184873557393102
ACVR1B,0.6178915474724582
SREBF2-AS1,0.6174751194013114
PGP,0.6172830952596192
RBFOX2,0.6170160561016704
MOB3A,0.6164168311664022
LSM14B,0.6163988146561116
MAP2K1,0.6163753193182351
IRS2,0.6155850741385812
BRD3OS,0.615545353524601
NORAD,0.6150879282201318
UEVLD,0.6146995903469517
FAM219B,0.6146554556341991
LRRC58,0.6144533582657026
PPP1R12C,0.6143220932201641
LTBP3,0.6142324577302671
TEPSIN,0.6141848662129434
CLTA,0.613549210508296
TFG,0.6134349683984865
PSME2P1,0.6131877102742882
COL27A1,0.6130274274032022
NEDD4,0.6128832367874575
TACO1,0.6125914795854172
TGFA,0.6123501273522842
CD96,0.612265785375882
SMCHD1,0.6122458113985428
ERVK3-1,0.6116262997236985
ENTR1,0.6115718200373979
NKIRAS1,0.6111293386653318
ABHD17A,0.6106556963908418
ASB7,0.6105973723100011
PPFIA1,0.6102184835918243
CABLES1,0.6097628305296962
TMEM160,0.6093489634183278
PAXBP1,0.6091378356759859
ATP11A,0.6087781747352565
DOP1B,0.6087040517096207
BBS12,0.6083242848485211
NXT2,0.6081935193704147
ARSG,0.6081227722243996
GBA1,0.6078663073998207
RYBP,0.6076956918064986
MAPKAPK5,0.6076173976585145
MSANTD2,0.6073204424160413
APCDD1L,0.6071127879012445
LRP8,0.6070432235999041
ZNHIT6,0.6067274293458693
CHM,0.6065664415728843
CCDC85B,0.6065000623020096
TPRG1L,0.6057470310544559
ESYT1,0.6053600471785203
P2RY6,0.6049818651456567
ZNF439,0.6047724208731318
SCAF1,0.6047509433951505
KIAA1586,0.6047263364058437
ZC3HAV1,0.6041842438207015
SMIM12,0.6040482661837712
SPRTN,0.603970820096089
SIRT3,0.6038267963259545
UBE3B,0.6037656484584271
DSC2,0.6036376611012084
ARPC5,0.6035786917263639
PDCD6IP,0.6033153815032151
CROCCP2,0.6031946418123741
SCARA3,0.603159892666294
POLR2C,0.6030118312343014
PANK3,0.6027227844240932
IKBIP,0.6025505616489344
PREPL,0.6022086368220545
DNAL4,0.601658525224972
ZNF740,0.6014454185599847
UNC13B,0.6013613863632409
MRPL43,0.6012383325592392
ZDHHC8,0.6011405528890357
PIGBOS1,0.6007638023235404
ZC3H12C,0.6006353870879197
EME2,0.6004419581026086
SCIN,0.6004207024143557
NCKIPSD,0.600007254706171
IP6K1,0.5995687802359898
TNK2,0.5994695769402896
TUBGCP6,0.5994574346419913
USP34,0.5992329938567291
AK1,0.5989403408364822
MICALL2,0.5986302364384991
ENSG00000124593,0.598536665838256
MCM3,0.5982519379698621
CTTN,0.5981824226367944
PAFAH2,0.597945131002655
ACP2,0.597844944665806
IDS,0.5976351800716133
ICAM3,0.5975702414348935
CIBAR1,0.5971303015656115
MARCHF2,0.597076769967902
YJEFN3,0.5967952432255403
IGF2BP3,0.596237219161683
S100A16,0.5959167188531058
GASAL1,0.5951321562397186
MT1X,0.5951304068927765
ENSG00000213865,0.5950689665721338
VPS13D,0.5950078923336378
S100A5,0.5949752641267934
RABGAP1,0.5942346860270161
BLM,0.5939104346577408
FAM219A,0.5937386969546912
PSMG4,0.5936899408130185
RPS19BP1,0.5936593063373348
LRRC37A4P,0.5932379611108805
SETD7,0.592974919739601
SMPDL3A,0.592786425662052
ANXA4,0.5927234213261383
AGAP1,0.5926016956058059
VEGFB,0.5919592937904944
FAM43A,0.5915317415763659
